id;name;firstname;zip;city;birthdate;street;housenr;stateCode;state
267;jnusz-name;mjw-firstname;12640;nwb-city;1986-8-23;kcsa-street;138;VA;VIRGINIA
268;jnypj-name;ioq-firstname;17000;zqy-city;1986-1-9;croe-street;119;PW;PALAU
269;uohts-name;btx-firstname;13480;dal-city;1990-10-22;llyw-street;150;WA;WASHINGTON
270;aavpj-name;pvw-firstname;13780;lai-city;1954-9-23;nygu-street;171;FL;FLORIDA
271;nbjcj-name;rsf-firstname;12000;kjl-city;1986-6-30;ijsb-street;123;ID;IDAHO
272;syjxh-name;gkq-firstname;19960;rmd-city;1978-10-26;qmyp-street;161;MN;MINNESOTA
273;vkojz-name;ryo-firstname;14300;bmz-city;1954-9-11;gcpj-street;71;ND;NORTH DAKOTA
274;pqzfw-name;kld-firstname;16400;qvq-city;1962-9-9;dhbv-street;92;ND;NORTH DAKOTA
275;owvjk-name;fez-firstname;19740;ldb-city;1978-6-14;kabf-street;87;VA;VIRGINIA
276;qsfih-name;ixe-firstname;16860;qvr-city;1987-1-7;qean-street;159;CO;COLORADO
277;slixq-name;gmb-firstname;19980;ftt-city;1982-6-22;xinx-street;111;VT;VERMONT
278;eegsa-name;xlc-firstname;12680;byk-city;1954-4-23;beul-street;56;MD;MARYLAND
279;phevp-name;ihs-firstname;16120;adc-city;1978-4-25;voig-street;98;NM;NEW MEXICO
280;njfoe-name;tag-firstname;16580;tnr-city;1966-12-4;dhky-street;108;LA;LOUISIANA
281;bdncx-name;hcd-firstname;11260;xcl-city;1970-7-2;jvlp-street;49;GA;GEORGIA
282;ikedo-name;tks-firstname;17460;odl-city;1958-8-25;iaaq-street;8;GU;GUAM
283;iafxy-name;vur-firstname;11480;hgt-city;1962-8-3;hmec-street;164;TX;TEXAS
284;lafhf-name;ssz-firstname;19560;wwp-city;1951-1-25;mxmq-street;96;IN;INDIANA
285;okyny-name;hbu-firstname;16800;yok-city;1978-3-28;ipjz-street;135;NV;NEVADA
286;hznby-name;fwy-firstname;13680;wbi-city;1970-7-25;mxui-street;170;CT;CONNECTICUT
287;ztpoa-name;rzk-firstname;18500;qum-city;1970-7-26;blqr-street;152;ME;MAINE
288;gitxz-name;axt-firstname;11800;fck-city;1974-1-12;tmjw-street;189;SD;SOUTH DAKOTA
289;ziomm-name;mcv-firstname;12940;iwq-city;1950-10-22;hqgj-street;140;DC;DISTRICT OF COLUMBIA
290;otncg-name;tuy-firstname;16540;ulk-city;1971-1-24;yuia-street;166;TX;TEXAS
291;cnabb-name;hoq-firstname;16300;tuw-city;1962-6-17;ujvv-street;61;ME;MAINE
292;ucogf-name;ggc-firstname;14500;fsj-city;1978-2-8;asfi-street;53;WV;WEST VIRGINIA
293;lbpmf-name;sdt-firstname;10780;ewj-city;1978-3-8;hxsp-street;102;NV;NEVADA
294;tieqq-name;uyu-firstname;17740;wea-city;1966-10-31;abpl-street;187;MO;MISSOURI
295;fsgwf-name;vjd-firstname;12460;ads-city;1970-11-29;yeou-street;10;MA;MASSACHUSETTS
296;reeba-name;kzs-firstname;13100;zhc-city;1966-7-8;abmv-street;88;FL;FLORIDA
297;shybc-name;gcp-firstname;10660;ahg-city;1950-12-15;hrqy-street;174;KS;KANSAS
298;phszr-name;sst-firstname;13080;ydd-city;1954-9-23;quqn-street;2;RI;RHODE ISLAND
299;jteco-name;fxc-firstname;19760;agr-city;1986-5-6;dzxc-street;108;MD;MARYLAND
300;qvaar-name;icx-firstname;16120;boc-city;1978-8-4;bfzf-street;12;NM;NEW MEXICO
301;jwcdf-name;fsj-firstname;13520;oem-city;1954-2-7;amrb-street;145;AK;ALASKA
302;flhxu-name;tum-firstname;17520;buo-city;1966-4-24;wfyz-street;96;GA;GEORGIA
303;xthfg-name;gfe-firstname;12560;vtz-city;1990-1-11;doxx-street;46;NJ;NEW JERSEY
304;ulzrz-name;bnl-firstname;11620;prz-city;1966-8-2;bxqn-street;104;NY;NEW YORK
305;oxhyr-name;onx-firstname;15180;bpn-city;1970-11-14;pksn-street;133;IN;INDIANA
306;fiqjz-name;sce-firstname;16020;fnn-city;1954-9-24;wbhg-street;35;MD;MARYLAND
307;tkiat-name;xti-firstname;12720;stt-city;1966-8-11;tvnf-street;21;PA;PENNSYLVANIA
308;kljcz-name;uqd-firstname;13340;ntt-city;1987-1-15;jyje-street;10;PW;PALAU
309;pgunz-name;hcm-firstname;16680;gxh-city;1970-11-8;shbe-street;184;NC;NORTH CAROLINA
310;oyjha-name;uhj-firstname;18880;uyg-city;1966-4-10;bjgw-street;176;AR;ARKANSAS
311;igxbd-name;uph-firstname;13480;ndh-city;1962-12-3;jdcd-street;151;NH;NEW HAMPSHIRE
312;vnaov-name;wha-firstname;13120;egm-city;1954-3-28;hpep-street;20;CA;CALIFORNIA
313;dauuz-name;hwg-firstname;13740;khn-city;1958-5-15;etqx-street;5;OK;OKLAHOMA
314;gkuuo-name;kkb-firstname;13560;xdt-city;1962-4-7;sdoj-street;35;MT;MONTANA
315;wdhze-name;jjk-firstname;16900;due-city;1970-7-17;pmmu-street;174;AS;AMERICAN SAMOA
316;ncayz-name;ynb-firstname;15720;lxj-city;1974-4-27;mdtb-street;109;MA;MASSACHUSETTS
317;rdjin-name;hhu-firstname;14480;lpc-city;1958-11-16;wxik-street;145;KY;KENTUCKY
318;nxzij-name;bdl-firstname;10740;avx-city;1958-2-20;nybz-street;138;WI;WISCONSIN
319;xgrzc-name;dxw-firstname;18900;vpq-city;1990-11-16;wzjh-street;58;ME;MAINE
320;ehgrn-name;vbe-firstname;17500;cik-city;1978-5-21;ucnw-street;135;MD;MARYLAND
321;gctjx-name;upx-firstname;11960;yqr-city;1958-3-3;rlko-street;141;TN;TENNESSEE
322;ptzmg-name;hva-firstname;15740;gux-city;1978-5-4;pugy-street;122;VI;VIRGIN ISLANDS
323;eyeti-name;gnw-firstname;17420;eko-city;1962-10-26;ylph-street;61;NC;NORTH CAROLINA
324;wccwo-name;zpj-firstname;16600;uim-city;1962-9-29;ygih-street;26;WA;WASHINGTON
325;bwkoe-name;ayl-firstname;18660;rtw-city;1978-7-16;mzww-street;179;CA;CALIFORNIA
326;rezku-name;zio-firstname;19080;nvt-city;1982-7-14;wwkd-street;91;CA;CALIFORNIA
327;mjlsk-name;ecx-firstname;10800;yxu-city;1950-12-11;vttb-street;195;MO;MISSOURI
328;wdjsi-name;aoq-firstname;13660;smo-city;1954-2-1;kako-street;7;NV;NEVADA
329;mwfnd-name;nyb-firstname;19760;bbu-city;1986-9-23;apdi-street;91;MS;MISSISSIPPI
330;vtuoz-name;jhh-firstname;17620;vad-city;1982-5-5;kzup-street;79;GA;GEORGIA
331;rhhxk-name;ndr-firstname;16760;fub-city;1978-11-12;regd-street;55;OK;OKLAHOMA
332;lpstk-name;mqz-firstname;18940;tnr-city;1982-9-16;cdhf-street;4;SD;SOUTH DAKOTA
333;ldhyr-name;yts-firstname;12000;auk-city;1986-11-14;abph-street;147;IN;INDIANA
334;cjdml-name;iti-firstname;16900;wkq-city;1970-6-5;npow-street;96;NH;NEW HAMPSHIRE
335;cpenz-name;sbi-firstname;16380;ssl-city;1962-8-19;kilz-street;44;MS;MISSISSIPPI
336;rxtbg-name;anr-firstname;14720;bqc-city;1958-8-10;pudg-street;140;NV;NEVADA
337;udblf-name;raa-firstname;11500;wli-city;1978-12-13;xomd-street;41;PW;PALAU
338;vvyce-name;gep-firstname;13740;gtd-city;1982-5-23;kwbv-street;123;undefined;undefined
339;kwfnz-name;ucu-firstname;10580;sns-city;1978-8-18;nnun-street;20;OK;OKLAHOMA
340;zxydx-name;tml-firstname;14680;jda-city;1974-5-29;wfjn-street;157;DC;DISTRICT OF COLUMBIA
341;bfscx-name;jnl-firstname;16920;yyg-city;1970-11-30;cgfh-street;178;CO;COLORADO
342;qitur-name;yra-firstname;15560;ijp-city;1978-1-30;fonc-street;155;AK;ALASKA
343;msixi-name;ynb-firstname;12720;ksl-city;1958-7-17;zpjw-street;46;VI;VIRGIN ISLANDS
344;wzkjq-name;rgh-firstname;19000;hkm-city;1974-8-12;yixf-street;134;CA;CALIFORNIA
345;dqfmf-name;yxr-firstname;13840;vie-city;1962-10-23;stvx-street;39;TX;TEXAS
346;biluz-name;uqe-firstname;17760;wkq-city;1962-7-27;embn-street;183;PW;PALAU
347;wahfx-name;zwd-firstname;13240;vic-city;1974-3-27;axpw-street;131;UT;UTAH
348;denwt-name;bta-firstname;17300;hhj-city;1986-12-20;orwy-street;11;WV;WEST VIRGINIA
349;akdmy-name;ybz-firstname;14560;wtx-city;1962-11-8;nwba-street;123;MP;NORTHERN MARIANA ISLANDS
350;hqafg-name;nht-firstname;16080;gfu-city;1951-1-12;spsq-street;45;LA;LOUISIANA
351;zhmbl-name;lnw-firstname;17460;hse-city;1986-12-21;scis-street;97;GA;GEORGIA
352;snwnj-name;jyy-firstname;16400;hsz-city;1966-2-15;imhl-street;42;NC;NORTH CAROLINA
353;fuyla-name;mmp-firstname;11840;hgu-city;1986-8-16;ixiz-street;145;NC;NORTH CAROLINA
354;yvfqz-name;prz-firstname;11260;wjl-city;1982-5-6;fbzd-street;97;MO;MISSOURI
355;usbgq-name;vhd-firstname;14080;dsb-city;1958-4-1;ggoc-street;54;KS;KANSAS
356;yaeni-name;zpy-firstname;19100;sen-city;1954-12-10;sbsw-street;158;HI;HAWAII
357;fgxvr-name;vzi-firstname;17520;lcf-city;1958-11-1;nbdv-street;10;GU;GUAM
358;tqpbq-name;rwr-firstname;19140;zpd-city;1978-8-23;npvb-street;190;DC;DISTRICT OF COLUMBIA
359;ieigg-name;ayq-firstname;12960;ljc-city;1962-7-5;dnjz-street;163;FL;FLORIDA
360;rfvzu-name;edm-firstname;13340;kvz-city;1954-12-8;eijd-street;4;RI;RHODE ISLAND
361;pduwm-name;gqb-firstname;14240;cyr-city;1954-7-3;ndux-street;13;SD;SOUTH DAKOTA
362;yyixf-name;yzt-firstname;18020;lwx-city;1974-1-29;iede-street;120;NV;NEVADA
363;dkszq-name;ytd-firstname;14700;zwh-city;1979-1-11;nbjz-street;65;AS;AMERICAN SAMOA
364;slkzv-name;zbg-firstname;19880;oee-city;1978-11-1;sphg-street;119;OK;OKLAHOMA
365;nvxim-name;phc-firstname;19220;vgg-city;1991-1-24;juok-street;106;FM;FEDERATED STATES OF MICRONESIA
366;piyfg-name;xtn-firstname;13760;nde-city;1954-7-22;vfrv-street;11;NY;NEW YORK
367;jnusz-name;mjw-firstname;12640;nwb-city;1986-8-23;kcsa-street;138;VA;VIRGINIA
368;jnypj-name;ioq-firstname;17000;zqy-city;1986-1-9;croe-street;119;PW;PALAU
369;uohts-name;btx-firstname;13480;dal-city;1990-10-22;llyw-street;150;WA;WASHINGTON
370;aavpj-name;pvw-firstname;13780;lai-city;1954-9-23;nygu-street;171;FL;FLORIDA
371;nbjcj-name;rsf-firstname;12000;kjl-city;1986-6-30;ijsb-street;123;ID;IDAHO
372;syjxh-name;gkq-firstname;19960;rmd-city;1978-10-26;qmyp-street;161;MN;MINNESOTA
373;vkojz-name;ryo-firstname;14300;bmz-city;1954-9-11;gcpj-street;71;ND;NORTH DAKOTA
374;pqzfw-name;kld-firstname;16400;qvq-city;1962-9-9;dhbv-street;92;ND;NORTH DAKOTA
375;owvjk-name;fez-firstname;19740;ldb-city;1978-6-14;kabf-street;87;VA;VIRGINIA
376;qsfih-name;ixe-firstname;16860;qvr-city;1987-1-7;qean-street;159;CO;COLORADO
377;slixq-name;gmb-firstname;19980;ftt-city;1982-6-22;xinx-street;111;VT;VERMONT
378;eegsa-name;xlc-firstname;12680;byk-city;1954-4-23;beul-street;56;MD;MARYLAND
379;phevp-name;ihs-firstname;16120;adc-city;1978-4-25;voig-street;98;NM;NEW MEXICO
380;njfoe-name;tag-firstname;16580;tnr-city;1966-12-4;dhky-street;108;LA;LOUISIANA
381;bdncx-name;hcd-firstname;11260;xcl-city;1970-7-2;jvlp-street;49;GA;GEORGIA
382;ikedo-name;tks-firstname;17460;odl-city;1958-8-25;iaaq-street;8;GU;GUAM
383;iafxy-name;vur-firstname;11480;hgt-city;1962-8-3;hmec-street;164;TX;TEXAS
384;lafhf-name;ssz-firstname;19560;wwp-city;1951-1-25;mxmq-street;96;IN;INDIANA
385;okyny-name;hbu-firstname;16800;yok-city;1978-3-28;ipjz-street;135;NV;NEVADA
386;hznby-name;fwy-firstname;13680;wbi-city;1970-7-25;mxui-street;170;CT;CONNECTICUT
387;ztpoa-name;rzk-firstname;18500;qum-city;1970-7-26;blqr-street;152;ME;MAINE
388;gitxz-name;axt-firstname;11800;fck-city;1974-1-12;tmjw-street;189;SD;SOUTH DAKOTA
389;ziomm-name;mcv-firstname;12940;iwq-city;1950-10-22;hqgj-street;140;DC;DISTRICT OF COLUMBIA
390;otncg-name;tuy-firstname;16540;ulk-city;1971-1-24;yuia-street;166;TX;TEXAS
391;cnabb-name;hoq-firstname;16300;tuw-city;1962-6-17;ujvv-street;61;ME;MAINE
392;ucogf-name;ggc-firstname;14500;fsj-city;1978-2-8;asfi-street;53;WV;WEST VIRGINIA
393;lbpmf-name;sdt-firstname;10780;ewj-city;1978-3-8;hxsp-street;102;NV;NEVADA
394;tieqq-name;uyu-firstname;17740;wea-city;1966-10-31;abpl-street;187;MO;MISSOURI
395;fsgwf-name;vjd-firstname;12460;ads-city;1970-11-29;yeou-street;10;MA;MASSACHUSETTS
396;reeba-name;kzs-firstname;13100;zhc-city;1966-7-8;abmv-street;88;FL;FLORIDA
397;shybc-name;gcp-firstname;10660;ahg-city;1950-12-15;hrqy-street;174;KS;KANSAS
398;phszr-name;sst-firstname;13080;ydd-city;1954-9-23;quqn-street;2;RI;RHODE ISLAND
399;jteco-name;fxc-firstname;19760;agr-city;1986-5-6;dzxc-street;108;MD;MARYLAND
400;qvaar-name;icx-firstname;16120;boc-city;1978-8-4;bfzf-street;12;NM;NEW MEXICO
401;jwcdf-name;fsj-firstname;13520;oem-city;1954-2-7;amrb-street;145;AK;ALASKA
402;flhxu-name;tum-firstname;17520;buo-city;1966-4-24;wfyz-street;96;GA;GEORGIA
403;xthfg-name;gfe-firstname;12560;vtz-city;1990-1-11;doxx-street;46;NJ;NEW JERSEY
404;ulzrz-name;bnl-firstname;11620;prz-city;1966-8-2;bxqn-street;104;NY;NEW YORK
405;oxhyr-name;onx-firstname;15180;bpn-city;1970-11-14;pksn-street;133;IN;INDIANA
406;fiqjz-name;sce-firstname;16020;fnn-city;1954-9-24;wbhg-street;35;MD;MARYLAND
407;tkiat-name;xti-firstname;12720;stt-city;1966-8-11;tvnf-street;21;PA;PENNSYLVANIA
408;kljcz-name;uqd-firstname;13340;ntt-city;1987-1-15;jyje-street;10;PW;PALAU
409;pgunz-name;hcm-firstname;16680;gxh-city;1970-11-8;shbe-street;184;NC;NORTH CAROLINA
410;oyjha-name;uhj-firstname;18880;uyg-city;1966-4-10;bjgw-street;176;AR;ARKANSAS
411;igxbd-name;uph-firstname;13480;ndh-city;1962-12-3;jdcd-street;151;NH;NEW HAMPSHIRE
412;vnaov-name;wha-firstname;13120;egm-city;1954-3-28;hpep-street;20;CA;CALIFORNIA
413;dauuz-name;hwg-firstname;13740;khn-city;1958-5-15;etqx-street;5;OK;OKLAHOMA
414;gkuuo-name;kkb-firstname;13560;xdt-city;1962-4-7;sdoj-street;35;MT;MONTANA
415;wdhze-name;jjk-firstname;16900;due-city;1970-7-17;pmmu-street;174;AS;AMERICAN SAMOA
416;ncayz-name;ynb-firstname;15720;lxj-city;1974-4-27;mdtb-street;109;MA;MASSACHUSETTS
417;rdjin-name;hhu-firstname;14480;lpc-city;1958-11-16;wxik-street;145;KY;KENTUCKY
418;nxzij-name;bdl-firstname;10740;avx-city;1958-2-20;nybz-street;138;WI;WISCONSIN
419;xgrzc-name;dxw-firstname;18900;vpq-city;1990-11-16;wzjh-street;58;ME;MAINE
420;ehgrn-name;vbe-firstname;17500;cik-city;1978-5-21;ucnw-street;135;MD;MARYLAND
421;gctjx-name;upx-firstname;11960;yqr-city;1958-3-3;rlko-street;141;TN;TENNESSEE
422;ptzmg-name;hva-firstname;15740;gux-city;1978-5-4;pugy-street;122;VI;VIRGIN ISLANDS
423;eyeti-name;gnw-firstname;17420;eko-city;1962-10-26;ylph-street;61;NC;NORTH CAROLINA
424;wccwo-name;zpj-firstname;16600;uim-city;1962-9-29;ygih-street;26;WA;WASHINGTON
425;bwkoe-name;ayl-firstname;18660;rtw-city;1978-7-16;mzww-street;179;CA;CALIFORNIA
426;rezku-name;zio-firstname;19080;nvt-city;1982-7-14;wwkd-street;91;CA;CALIFORNIA
427;mjlsk-name;ecx-firstname;10800;yxu-city;1950-12-11;vttb-street;195;MO;MISSOURI
428;wdjsi-name;aoq-firstname;13660;smo-city;1954-2-1;kako-street;7;NV;NEVADA
429;mwfnd-name;nyb-firstname;19760;bbu-city;1986-9-23;apdi-street;91;MS;MISSISSIPPI
430;vtuoz-name;jhh-firstname;17620;vad-city;1982-5-5;kzup-street;79;GA;GEORGIA
431;rhhxk-name;ndr-firstname;16760;fub-city;1978-11-12;regd-street;55;OK;OKLAHOMA
432;lpstk-name;mqz-firstname;18940;tnr-city;1982-9-16;cdhf-street;4;SD;SOUTH DAKOTA
433;ldhyr-name;yts-firstname;12000;auk-city;1986-11-14;abph-street;147;IN;INDIANA
434;cjdml-name;iti-firstname;16900;wkq-city;1970-6-5;npow-street;96;NH;NEW HAMPSHIRE
435;cpenz-name;sbi-firstname;16380;ssl-city;1962-8-19;kilz-street;44;MS;MISSISSIPPI
436;rxtbg-name;anr-firstname;14720;bqc-city;1958-8-10;pudg-street;140;NV;NEVADA
437;udblf-name;raa-firstname;11500;wli-city;1978-12-13;xomd-street;41;PW;PALAU
438;vvyce-name;gep-firstname;13740;gtd-city;1982-5-23;kwbv-street;123;undefined;undefined
439;kwfnz-name;ucu-firstname;10580;sns-city;1978-8-18;nnun-street;20;OK;OKLAHOMA
440;zxydx-name;tml-firstname;14680;jda-city;1974-5-29;wfjn-street;157;DC;DISTRICT OF COLUMBIA
441;bfscx-name;jnl-firstname;16920;yyg-city;1970-11-30;cgfh-street;178;CO;COLORADO
442;qitur-name;yra-firstname;15560;ijp-city;1978-1-30;fonc-street;155;AK;ALASKA
443;msixi-name;ynb-firstname;12720;ksl-city;1958-7-17;zpjw-street;46;VI;VIRGIN ISLANDS
444;wzkjq-name;rgh-firstname;19000;hkm-city;1974-8-12;yixf-street;134;CA;CALIFORNIA
445;dqfmf-name;yxr-firstname;13840;vie-city;1962-10-23;stvx-street;39;TX;TEXAS
446;biluz-name;uqe-firstname;17760;wkq-city;1962-7-27;embn-street;183;PW;PALAU
447;wahfx-name;zwd-firstname;13240;vic-city;1974-3-27;axpw-street;131;UT;UTAH
448;denwt-name;bta-firstname;17300;hhj-city;1986-12-20;orwy-street;11;WV;WEST VIRGINIA
449;akdmy-name;ybz-firstname;14560;wtx-city;1962-11-8;nwba-street;123;MP;NORTHERN MARIANA ISLANDS
450;hqafg-name;nht-firstname;16080;gfu-city;1951-1-12;spsq-street;45;LA;LOUISIANA
451;zhmbl-name;lnw-firstname;17460;hse-city;1986-12-21;scis-street;97;GA;GEORGIA
452;snwnj-name;jyy-firstname;16400;hsz-city;1966-2-15;imhl-street;42;NC;NORTH CAROLINA
453;fuyla-name;mmp-firstname;11840;hgu-city;1986-8-16;ixiz-street;145;NC;NORTH CAROLINA
454;yvfqz-name;prz-firstname;11260;wjl-city;1982-5-6;fbzd-street;97;MO;MISSOURI
455;usbgq-name;vhd-firstname;14080;dsb-city;1958-4-1;ggoc-street;54;KS;KANSAS
456;yaeni-name;zpy-firstname;19100;sen-city;1954-12-10;sbsw-street;158;HI;HAWAII
457;fgxvr-name;vzi-firstname;17520;lcf-city;1958-11-1;nbdv-street;10;GU;GUAM
458;tqpbq-name;rwr-firstname;19140;zpd-city;1978-8-23;npvb-street;190;DC;DISTRICT OF COLUMBIA
459;ieigg-name;ayq-firstname;12960;ljc-city;1962-7-5;dnjz-street;163;FL;FLORIDA
460;rfvzu-name;edm-firstname;13340;kvz-city;1954-12-8;eijd-street;4;RI;RHODE ISLAND
461;pduwm-name;gqb-firstname;14240;cyr-city;1954-7-3;ndux-street;13;SD;SOUTH DAKOTA
462;yyixf-name;yzt-firstname;18020;lwx-city;1974-1-29;iede-street;120;NV;NEVADA
463;dkszq-name;ytd-firstname;14700;zwh-city;1979-1-11;nbjz-street;65;AS;AMERICAN SAMOA
464;slkzv-name;zbg-firstname;19880;oee-city;1978-11-1;sphg-street;119;OK;OKLAHOMA
465;nvxim-name;phc-firstname;19220;vgg-city;1991-1-24;juok-street;106;FM;FEDERATED STATES OF MICRONESIA
466;piyfg-name;xtn-firstname;13760;nde-city;1954-7-22;vfrv-street;11;NY;NEW YORK
467;jnusz-name;mjw-firstname;12640;nwb-city;1986-8-23;kcsa-street;138;VA;VIRGINIA
468;jnypj-name;ioq-firstname;17000;zqy-city;1986-1-9;croe-street;119;PW;PALAU
469;uohts-name;btx-firstname;13480;dal-city;1990-10-22;llyw-street;150;WA;WASHINGTON
470;aavpj-name;pvw-firstname;13780;lai-city;1954-9-23;nygu-street;171;FL;FLORIDA
471;nbjcj-name;rsf-firstname;12000;kjl-city;1986-6-30;ijsb-street;123;ID;IDAHO
472;syjxh-name;gkq-firstname;19960;rmd-city;1978-10-26;qmyp-street;161;MN;MINNESOTA
473;vkojz-name;ryo-firstname;14300;bmz-city;1954-9-11;gcpj-street;71;ND;NORTH DAKOTA
474;pqzfw-name;kld-firstname;16400;qvq-city;1962-9-9;dhbv-street;92;ND;NORTH DAKOTA
475;owvjk-name;fez-firstname;19740;ldb-city;1978-6-14;kabf-street;87;VA;VIRGINIA
476;qsfih-name;ixe-firstname;16860;qvr-city;1987-1-7;qean-street;159;CO;COLORADO
477;slixq-name;gmb-firstname;19980;ftt-city;1982-6-22;xinx-street;111;VT;VERMONT
478;eegsa-name;xlc-firstname;12680;byk-city;1954-4-23;beul-street;56;MD;MARYLAND
479;phevp-name;ihs-firstname;16120;adc-city;1978-4-25;voig-street;98;NM;NEW MEXICO
480;njfoe-name;tag-firstname;16580;tnr-city;1966-12-4;dhky-street;108;LA;LOUISIANA
481;bdncx-name;hcd-firstname;11260;xcl-city;1970-7-2;jvlp-street;49;GA;GEORGIA
482;ikedo-name;tks-firstname;17460;odl-city;1958-8-25;iaaq-street;8;GU;GUAM
483;iafxy-name;vur-firstname;11480;hgt-city;1962-8-3;hmec-street;164;TX;TEXAS
484;lafhf-name;ssz-firstname;19560;wwp-city;1951-1-25;mxmq-street;96;IN;INDIANA
485;okyny-name;hbu-firstname;16800;yok-city;1978-3-28;ipjz-street;135;NV;NEVADA
486;hznby-name;fwy-firstname;13680;wbi-city;1970-7-25;mxui-street;170;CT;CONNECTICUT
487;ztpoa-name;rzk-firstname;18500;qum-city;1970-7-26;blqr-street;152;ME;MAINE
488;gitxz-name;axt-firstname;11800;fck-city;1974-1-12;tmjw-street;189;SD;SOUTH DAKOTA
489;ziomm-name;mcv-firstname;12940;iwq-city;1950-10-22;hqgj-street;140;DC;DISTRICT OF COLUMBIA
490;otncg-name;tuy-firstname;16540;ulk-city;1971-1-24;yuia-street;166;TX;TEXAS
491;cnabb-name;hoq-firstname;16300;tuw-city;1962-6-17;ujvv-street;61;ME;MAINE
492;ucogf-name;ggc-firstname;14500;fsj-city;1978-2-8;asfi-street;53;WV;WEST VIRGINIA
493;lbpmf-name;sdt-firstname;10780;ewj-city;1978-3-8;hxsp-street;102;NV;NEVADA
494;tieqq-name;uyu-firstname;17740;wea-city;1966-10-31;abpl-street;187;MO;MISSOURI
495;fsgwf-name;vjd-firstname;12460;ads-city;1970-11-29;yeou-street;10;MA;MASSACHUSETTS
496;reeba-name;kzs-firstname;13100;zhc-city;1966-7-8;abmv-street;88;FL;FLORIDA
497;shybc-name;gcp-firstname;10660;ahg-city;1950-12-15;hrqy-street;174;KS;KANSAS
498;phszr-name;sst-firstname;13080;ydd-city;1954-9-23;quqn-street;2;RI;RHODE ISLAND
499;jteco-name;fxc-firstname;19760;agr-city;1986-5-6;dzxc-street;108;MD;MARYLAND
500;qvaar-name;icx-firstname;16120;boc-city;1978-8-4;bfzf-street;12;NM;NEW MEXICO
501;jwcdf-name;fsj-firstname;13520;oem-city;1954-2-7;amrb-street;145;AK;ALASKA
502;flhxu-name;tum-firstname;17520;buo-city;1966-4-24;wfyz-street;96;GA;GEORGIA
503;xthfg-name;gfe-firstname;12560;vtz-city;1990-1-11;doxx-street;46;NJ;NEW JERSEY
504;ulzrz-name;bnl-firstname;11620;prz-city;1966-8-2;bxqn-street;104;NY;NEW YORK
505;oxhyr-name;onx-firstname;15180;bpn-city;1970-11-14;pksn-street;133;IN;INDIANA
506;fiqjz-name;sce-firstname;16020;fnn-city;1954-9-24;wbhg-street;35;MD;MARYLAND
507;tkiat-name;xti-firstname;12720;stt-city;1966-8-11;tvnf-street;21;PA;PENNSYLVANIA
508;kljcz-name;uqd-firstname;13340;ntt-city;1987-1-15;jyje-street;10;PW;PALAU
509;pgunz-name;hcm-firstname;16680;gxh-city;1970-11-8;shbe-street;184;NC;NORTH CAROLINA
510;oyjha-name;uhj-firstname;18880;uyg-city;1966-4-10;bjgw-street;176;AR;ARKANSAS
511;igxbd-name;uph-firstname;13480;ndh-city;1962-12-3;jdcd-street;151;NH;NEW HAMPSHIRE
512;vnaov-name;wha-firstname;13120;egm-city;1954-3-28;hpep-street;20;CA;CALIFORNIA
513;dauuz-name;hwg-firstname;13740;khn-city;1958-5-15;etqx-street;5;OK;OKLAHOMA
514;gkuuo-name;kkb-firstname;13560;xdt-city;1962-4-7;sdoj-street;35;MT;MONTANA
515;wdhze-name;jjk-firstname;16900;due-city;1970-7-17;pmmu-street;174;AS;AMERICAN SAMOA
516;ncayz-name;ynb-firstname;15720;lxj-city;1974-4-27;mdtb-street;109;MA;MASSACHUSETTS
517;rdjin-name;hhu-firstname;14480;lpc-city;1958-11-16;wxik-street;145;KY;KENTUCKY
518;nxzij-name;bdl-firstname;10740;avx-city;1958-2-20;nybz-street;138;WI;WISCONSIN
519;xgrzc-name;dxw-firstname;18900;vpq-city;1990-11-16;wzjh-street;58;ME;MAINE
520;ehgrn-name;vbe-firstname;17500;cik-city;1978-5-21;ucnw-street;135;MD;MARYLAND
521;gctjx-name;upx-firstname;11960;yqr-city;1958-3-3;rlko-street;141;TN;TENNESSEE
522;ptzmg-name;hva-firstname;15740;gux-city;1978-5-4;pugy-street;122;VI;VIRGIN ISLANDS
523;eyeti-name;gnw-firstname;17420;eko-city;1962-10-26;ylph-street;61;NC;NORTH CAROLINA
524;wccwo-name;zpj-firstname;16600;uim-city;1962-9-29;ygih-street;26;WA;WASHINGTON
525;bwkoe-name;ayl-firstname;18660;rtw-city;1978-7-16;mzww-street;179;CA;CALIFORNIA
526;rezku-name;zio-firstname;19080;nvt-city;1982-7-14;wwkd-street;91;CA;CALIFORNIA
527;mjlsk-name;ecx-firstname;10800;yxu-city;1950-12-11;vttb-street;195;MO;MISSOURI
528;wdjsi-name;aoq-firstname;13660;smo-city;1954-2-1;kako-street;7;NV;NEVADA
529;mwfnd-name;nyb-firstname;19760;bbu-city;1986-9-23;apdi-street;91;MS;MISSISSIPPI
530;vtuoz-name;jhh-firstname;17620;vad-city;1982-5-5;kzup-street;79;GA;GEORGIA
531;rhhxk-name;ndr-firstname;16760;fub-city;1978-11-12;regd-street;55;OK;OKLAHOMA
532;lpstk-name;mqz-firstname;18940;tnr-city;1982-9-16;cdhf-street;4;SD;SOUTH DAKOTA
533;ldhyr-name;yts-firstname;12000;auk-city;1986-11-14;abph-street;147;IN;INDIANA
